Acronym,Scientific Name (NWPL/Mohlenbrock/Wilhelm & Rericha),Scientific Name Synonym             (Swink & Wilhelm/ Wilhelm & Rericha),Common Name           (NWPL/Mohlenbrock/Wilhelm & Rericha),Common Name          Synonym                  (Swink & Wilhelm/ Wilhelm & Rericha),Author,Midwest Region Wetland Indicator,NC-NE Region Wetland Indicator,Coefficient of Conservatism,Wetness Coefficient,Habit,Duration  ,Nativity,Scientific Family Name,Common Family Name
EGEDEN,Egeria densa,EGERIA DENSA,Brazilian-Waterweed,BRAZILIAN WATERWEED,Planch.,OBL,OBL,0,-2,Forb,Perennial,Adventive,HYDROCHARITACEAE,Frog's-Bit Family
EICCRA,Eichhornia crassipes,EICHHORNIA CRASSIPES,Common Water-Hyacinth,WATER HYACINTH,(Mart.) Solms,OBL,OBL,0,-2,Forb,Perennial,Adventive,PONTEDERIACEAE,Pickerelweed Family
ELAANG,Elaeagnus angustifolia,ELAEAGNUS ANGUSTIFOLIA,Russian-Olive,RUSSIAN OLIVE,L.,FACU,FACU,0,1,Shrub,Perennial,Adventive,ELAEAGNACEAE,Oleaster Family
ELAUMB,Elaeagnus umbellata,ELAEAGNUS UMBELLATA,Autumn-Olive,AUTUMN OLIVE,Thunb.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ELAEAGNACEAE,Oleaster Family
ELAUMBP,Elaeagnus umbellata var. parvifolia,ELAEAGNUS UMBELLATA VAR. PARVIFOLIA,Himalayan Autumn-Olive,HIMALAYAN AUTUMN OLIVE,(Royle) C.K. Schneid.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ELAEAGNACEAE,Oleaster Family
ELEACI,Eleocharis acicularis,Eleocharis acicularis,Needle Spike-Rush,NEEDLE SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,3,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELECOM,Eleocharis compressa,Eleocharis compressa,Flat-Stem Spike-Rush,FLAT-STEMMED SPIKE RUSH,Sullivant,FACW,FACW,9,-1,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEELL,Eleocharis elliptica,Eleocharis elliptica,Elliptic Spike-Rush,GOLDEN-SEEDED SPIKE RUSH,Kunth,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEENG,Eleocharis engelmannii,Eleocharis engelmannii,Engelmann's Spike-Rush,ENGELMANN'S SPIKE RUSH,Steud.,FACW,FACW,5,-1,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEEQU,Eleocharis equisetoides,Eleocharis equisetoides,Horsetail-Spike-Rush,HORSETAIL SPIKE RUSH,(Ell.) Torr.,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEGEN,Eleocharis geniculata,Eleocharis geniculata,Capitate Spike-Rush,KNEE SPIKE RUSH,(L.) Roemer & J.A. Schultes,FACW,OBL,10,-1,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEINT,Eleocharis intermedia,Eleocharis intermedia,Intermediate Spike-Rush,MATTED SPIKE RUSH,J.A. Schultes,OBL,OBL,8,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEMEL,Eleocharis melanocarpa,Eleocharis melanocarpa,Black-Fruit Spike-Rush,BLACK-FRUITED SPIKE RUSH,Torr.,FACW,FACW,10,-1,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEMIC,Eleocharis microcarpa,Eleocharis microcarpa filiculmis,Small-Fruit Spike-Rush,HAIR SPIKE RUSH,Torr.,OBL,OBL,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEMICF,Eleocharis microcarpa,Eleocharis microcarpa filiculmis,Small-Fruit Spike-Rush,HAIR SPIKE RUSH,Torr.,OBL,OBL,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEOBT,Eleocharis obtusa,Eleocharis ovata,Blunt Spike-Rush,BLUNT SPIKE RUSH,(Willd.) J.A. Schultes,OBL,OBL,3,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEOVA,Eleocharis obtusa,Eleocharis ovata,Blunt Spike-Rush,BLUNT SPIKE RUSH,(Willd.) J.A. Schultes,OBL,OBL,3,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
ELEOLI,Eleocharis olivacea,Eleocharis olivacea,Bright-Green Spike-Rush,WRINKLED SHEATHED SPIKE RUSH,Torr.,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEERY,Eleocharis palustris,Eleocharis erythropoda; Eleocharis palustris major; Eleocharis smallii; Eleocharis xyridiformis; Eleocharis macrostachya,Common Spike-Rush,RED-ROOTED SPIKE RUSH; GREAT SPIKE RUSH; MARSH SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,1,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEPAL,Eleocharis palustris,Eleocharis erythropoda; Eleocharis palustris major; Eleocharis smallii; Eleocharis xyridiformis; Eleocharis macrostachya,Common Spike-Rush,RED-ROOTED SPIKE RUSH; GREAT SPIKE RUSH; MARSH SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,1,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEPALM,Eleocharis palustris,Eleocharis erythropoda; Eleocharis palustris major; Eleocharis smallii; Eleocharis xyridiformis; Eleocharis macrostachya,Common Spike-Rush,RED-ROOTED SPIKE RUSH; GREAT SPIKE RUSH; MARSH SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,1,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELESMA,Eleocharis palustris,Eleocharis erythropoda; Eleocharis palustris major; Eleocharis smallii; Eleocharis xyridiformis; Eleocharis macrostachya,Common Spike-Rush,RED-ROOTED SPIKE RUSH; GREAT SPIKE RUSH; MARSH SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,1,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEXYR,Eleocharis palustris,Eleocharis erythropoda; Eleocharis palustris major; Eleocharis smallii; Eleocharis xyridiformis; Eleocharis macrostachya,Common Spike-Rush,RED-ROOTED SPIKE RUSH; GREAT SPIKE RUSH; MARSH SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,1,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEMAC,Eleocharis palustris,Eleocharis erythropoda; Eleocharis palustris major; Eleocharis smallii; Eleocharis xyridiformis; Eleocharis macrostachya,Common Spike-Rush,RED-ROOTED SPIKE RUSH; GREAT SPIKE RUSH; MARSH SPIKE RUSH,(L.) Roemer & J.A. Schultes,OBL,OBL,1,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEQUA,Eleocharis quadrangulata,Eleocharis quadrangulata crassior,Square-Stem Spike-Rush,ANGLED SPIKE RUSH,(Michx.) Roemer & J.A. Schultes,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEQUAC,Eleocharis quadrangulata,Eleocharis quadrangulata crassior,Square-Stem Spike-Rush,ANGLED SPIKE RUSH,(Michx.) Roemer & J.A. Schultes,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEPAU,Eleocharis quinqueflora,Eleocharis pauciflora fernaldii,Few-Flower Spike-Rush,MATTED SPIKE RUSH,(F.X. Hartmann) Schwarz,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEQUI,Eleocharis quinqueflora,Eleocharis pauciflora fernaldii,Few-Flower Spike-Rush,MATTED SPIKE RUSH,(F.X. Hartmann) Schwarz,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEROB,Eleocharis robbinsii,Eleocharis robbinsii,Robbins' Spike-Rush,BOG SPIKE RUSH,Oakes,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEROS,Eleocharis rostellata,Eleocharis rostellata,Beaked Spike-Rush,WICKET SPIKE RUSH,(Torr.) Torr.,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELETEN,Eleocharis tenuis ,Eleocharis verrucosa,Slender Spike-Rush,SLENDER SPIKE RUSH,(Svens.) Svens.,FACW,FACW,8,-1,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEVER,Eleocharis tenuis ,Eleocharis verrucosa,Slender Spike-Rush,SLENDER SPIKE RUSH,(Svens.) Svens.,FACW,FACW,8,-1,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEWOL,Eleocharis wolfii,Eleocharis wolfii,Wolf's Spike-Rush,WOLF'S SPIKE RUSH,(Gray) Gray ex Britt.,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ELEIND,Eleusine indica,ELEUSINE INDICA,Indian Goose Grass,CROWFOOT GRASS,(L.) Gaertn.,FACU,FACU,0,1,Grass,Annual,Adventive,POACEAE,Grass Family
ELLNYC,Ellisia nyctelea,Ellisia nyctelea,Aunt Lucy,AUNT LUCY,(L.) L.,FAC,FAC,2,0,Forb,Annual,Native,HYDROPHYLLACEAE,Waterleaf Family
ELOCAN,Elodea canadensis,Elodea canadensis,Canadian Waterweed,COMMON WATERWEED,Michx.,OBL,OBL,2,-2,Forb,Perennial,Native,HYDROCHARITACEAE,Frog's-Bit Family
ELONUT,Elodea nuttallii,Elodea nuttallii,Western Waterweed,SLENDER WATERWEED,(Planch.) St. John,OBL,OBL,3,-2,Forb,Perennial,Native,HYDROCHARITACEAE,Frog's-Bit Family
AGRMAC,Elyhordium X macounii,AGROHORDEUM MACOUNII,Macoun’s Wild Rye,MACOUN'S WILD RYE,(Vasey) Backworth & D. R. Dewey,FAC,FACU,0,0,Grass,Annual,Native,POACEAE,Grass Family
ELYMAC,Elyhordium X macounii,AGROHORDEUM MACOUNII,Macoun’s Wild Rye,MACOUN'S WILD RYE,(Vasey) Backworth & D. R. Dewey,FAC,FACU,0,0,Grass,Annual,Native,POACEAE,Grass Family
ELYMON,Elyhordium X montanense,ELYHORDIUM X MONTANENSE,Hybrid Barley,MONTANA WILD RYE,(Scribn.) Bowden,UPL,UPL,0,2,Grass,Annual,Native,POACEAE,Grass Family
ELYCAN,Elymus canadensis,Elymus canadensis,Nodding Wild Rye,CANADA WILD RYE,L.,FACU,FACU,4,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYCUR,Elymus curvatus,Elymus submuticus,Awnless Wild Rye,AWNLESS WILD RYE,Piper,FAC,FAC,4,0,Grass,Perennial,Native,POACEAE,Grass Family
ELYSUB,Elymus curvatus,Elymus submuticus,Awnless Wild Rye,AWNLESS WILD RYE,Piper,FAC,FAC,4,0,Grass,Perennial,Native,POACEAE,Grass Family
ELYHYS,Elymus hystrix,Hystrix patula,Eastern Bottle-Brush Grass,BOTTLEBRUSH GRASS,L.,FACU,FACU,5,1,Grass,Perennial,Native,POACEAE,Grass Family
HYSPAT,Elymus hystrix,Hystrix patula,Eastern Bottle-Brush Grass,BOTTLEBRUSH GRASS,L.,FACU,FACU,5,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYHYSB,Elymus hystrix var. bigeloviana,Hystrix patula,Eastern Bottle-Brush Grass,BOTTLEBRUSH GRASS,(Fern.) Bowden,FACU,FACU,5,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYHYSH,Elymus hystrix var. hystrix,Hystrix patula,Eastern Bottle-Brush Grass,BOTTLEBRUSH GRASS,L.,FACU,FACU,5,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYLAN,Elymus lanceolatus,Elytrigia dasystachya,Streamside Wild Rye,THICK-SPIKED WHEAT GRASS,(Scribn. & J.G. Sm.) Gould,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
ELYDAS,Elymus lanceolatus,Elytrigia dasystachya,Streamside Wild Rye,THICK-SPIKED WHEAT GRASS,(Scribn. & J.G. Sm.) Gould,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
ELYDASP,Elymus lanceolatus ssp. psammophilus,Elytrigia dasystachya subsp. Psammophila,Streamside Wild Rye,SILKY WHEAT GRASS,(J. M. Gillett & H. Senn) D.R. Dewey,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
ELYMAG,Elymus macgregorii,Elymus macgregorii,Early Wild Rye,EARLY WILD RYE,R.E. Brooks & J.J.N. Campb.,UPL,UPL,7,2,Grass,Perennial,Native,POACEAE,Grass Family
AGRREP,Elymus repens,AGROPYRON REPENS; Elytrigia repens,Creeping Wild Rye,QUACK GRASS,(L.) Gould,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
ELYREP,Elymus repens,AGROPYRON REPENS; Elytrigia repens,Creeping Wild Rye,QUACK GRASS,(L.) Gould,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
ELYRIP,Elymus riparius,Elymus riparius,River-Bank Wild Rye,RIVERBANK WILD RYE,Wieg.,FACW,FACW,5,-1,Grass,Perennial,Native,POACEAE,Grass Family
AGRTRA,Elymus trachycaulus,Agropyron trachycaulum,Slender Wild Rye,SLENDER WHEAT GRASS,"(Schwein.) Gould, non Lam. ",FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYTRA,Elymus trachycaulus,Agropyron trachycaulum,Slender Wild Rye,SLENDER WHEAT GRASS,"(Schwein.) Gould, non Lam. ",FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
AGRTRAU,Elymus trachycaulus ssp. subsecundus,Agropyron trachycaulum unilaterale; Roegneria subsecunda,Slender Wild Rye ,BEARDED WHEAT GRASS,(Link) A.& D. Löve,FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYTRAS,Elymus trachycaulus ssp. subsecundus,Agropyron trachycaulum unilaterale; Roegneria subsecunda,Slender Wild Rye ,BEARDED WHEAT GRASS,(Link) A.& D. Löve,FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
ROESUB,Elymus trachycaulus ssp. subsecundus,Agropyron trachycaulum unilaterale; Roegneria subsecunda,Slender Wild Rye ,BEARDED WHEAT GRASS,(Link) A.& D. Löve,FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYTRAT,Elymus trachycaulus ,Agropyron trachycaulum; Roegneria trachycaula ,Slender Wild Rye,SLENDER WHEAT GRASS, (Link) Gould ex Shinners,FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
ROETRA,Elymus trachycaulus,Agropyron trachycaulum; Roegneria trachycaula ,Slender Wild Rye,SLENDER WHEAT GRASS, (Link) Gould ex Shinners,FACU,FACU,8,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYVIL,Elymus villosus,Elymus villosus,Hairy Wild Rye,SILKY WILD RYE,Muhl. ex Willd.,FACU,FACU,5,1,Grass,Perennial,Native,POACEAE,Grass Family
ELYVIR,Elymus virginicus,Elymus virginicus,Virginia Wild Rye,VIRGINIA WILD RYE,L.,FACW,FACW,3,-1,Grass,Perennial,Native,POACEAE,Grass Family
AGRELO,Elytrigia elongata,AGROPYRON ELONGATUM,Tall Wheat Grass,TALL WHEAT GRASS,(Host) Nevski. ,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ELYELO,Elytrigia elongata,AGROPYRON ELONGATUM,Tall Wheat Grass,TALL WHEAT GRASS,(Host) Nevski. ,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ARISER,Endodeca serpentaria,Aristolochia serpentaria,Virginia-Snakeroot,VIRGINIA SNAKEROOT,(L.) Raf.,UPL,UPL,10,2,Forb,Perennial,Native,ARISTOLOCHIACEAE,Birthwort Family
ENDSER,Endodeca serpentaria,Aristolochia serpentaria,Virginia-Snakeroot,VIRGINIA SNAKEROOT,(L.) Raf.,UPL,UPL,10,2,Forb,Perennial,Native,ARISTOLOCHIACEAE,Birthwort Family
ENEBIT,Enemion biternatum,Isopyrum biternatum,Eastern False Rue-Anemone,FALSE RUE ANEMONE,Raf.,FAC,FAC,9,0,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
ISOBIT,Enemion biternatum,Isopyrum biternatum,Eastern False Rue-Anemone,FALSE RUE ANEMONE,Raf.,FAC,FAC,9,0,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
EPIVIR,Epifagus virginiana,Epifagus virginiana,Beech-Drops,BEECH DROPS,(L.) Bart.,UPL,UPL,5,2,Forb,Perennial,Native,OROBANCHACEAE,Broomrape Family
EPIREP,Epigaea repens,Epigaea repens,Trailing Arbutus,TRAILING ARBUTUS,L.,UPL,UPL,10,2,Forb,Perennial,Native,ERICACEAE,Heath Family
EPICIL,Epilobium ciliatum,Epilobium ciliatum,Fringed Willowherb,NORTHERN WILLOWHERB,Raf.,FACW,FACW,0,-1,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
EPICOL,Epilobium coloratum,Epilobium coloratum,Purple-Leaf Willowherb,CINNAMON WILLOWHERB,Biehler,OBL,OBL,3,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
EPIHIR,Epilobium hirsutum,EPILOBIUM HIRSUTUM,Codlins-and-Cream,HAIRY WILLOWHERB,L.,FACW,FACW,0,-1,Forb,Perennial,Adventive,ONAGRACEAE,Evening Primrose Family
EPILEP,Epilobium leptophyllum,Epilobium leptophyllum,Bog Willowherb,FEN WILLOWHERB,Raf.,OBL,OBL,10,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
EPIPAL,Epilobium palustre,Epilobium palustre,Marsh Willowherb,MARSH WILLOWHERB,L.,OBL,OBL,10,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
EPIPAR,Epilobium parviflorum,Epilobium parviflorum,Small-Flower Hairy Willow Herb,SMALL HAIRY WILLOWHERB,Schreb. ,FACW,FACW,0,-1,Forb,Perennial,Adventive,ONAGRACEAE,Evening Primrose Family
EPISTR,Epilobium strictum,Epilobium strictum,Downy Willowherb,DOWNY WILLOWHERB,Muhl. ex Spreng.,OBL,OBL,10,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
EPIPIN,Epimedium pinnatum,EPIMEDIUM PINNATUM,Barrenwort,BARRENWORT,Fisch.,UPL,UPL,0,2,Forb,Perennial,Adventive,BERBERIDACEAE,Barberry Family
EPIHEL,Epipactis helleborine,EPIPACTIS HELLEBORINE,Helleborine,HELLEBORINE ORCHID,(L.) Crantz,FACU,UPL,0,1,Forb,Perennial,Adventive,ORCHIDACEAE,Orchid Family
EQUARV,Equisetum arvense,Equisetum arvense,Field Horsetail,HORSETAIL,L.,FAC,FAC,0,0,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUFLU,Equisetum fluviatile,Equisetum fluviatile,Water Horsetail,PIPES,L.,OBL,OBL,8,-2,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUHYE,Equisetum hyemale,Equisetum hyemale,Tall Scouring-Rush,TALL SCOURING RUSH,L.,FACW,FAC,1,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQULAE,Equisetum laevigatum,Equisetum laevigatum,Smooth Scouring-Rush,SMOOTH SCOURING RUSH,A. Braun,FACW,FACW,3,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUPAL,Equisetum palustre,Equisetum palustre,Marsh Horsetail,MARSH HORSETAIL,L.,FACW,FACW,10,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUSCI,Equisetum scirpoides,Equisetum scirpoides,Dwarf Scouring-Rush,DWARF SCOURING RUSH,Michx.,FAC,FAC,10,0,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUSYL,Equisetum sylvaticum,Equisetum sylvaticum,Woodland Horsetail,WOOD HORSETAIL,L.,FACW,FACW,10,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUVAR,Equisetum variegatum,Equisetum variegatum,Variegated Scouring-Rush,SMALL SCOURING RUSH,Schleich. ex F. Weber & D.M.H. Mohr,FACW,FACW,10,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUFER,Equisetum X ferrissii,Equisetum X ferrissii,Joliet Horsetail,JOLIET HORSETAIL,Clute (pro sp.),FACW,FACW,1,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUMAC,Equisetum X mackaii,Equisetum X trachyodon,Ditch Horsetail,DITCH HORSETAIL,(Newm.) Brichan,FACW,FACW,10,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUTRA,Equisetum X mackaii,Equisetum X trachyodon,Ditch Horsetail,DITCH HORSETAIL,(Newm.) Brichan,FACW,FACW,10,-1,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
EQUNEL,Equisetum X nelsonii,Equisetum X nelsonii,Nelsons Horsetail,NELSONS HORSETAIL,(A.A. Eat.) Schaffn. (pro sp.),FAC,FAC,10,0,Fern,Perennial,Native,EQUISETACEAE,Horsetail Family
ERACAP,Eragrostis capillaris,Eragrostis capillaris,Lace Grass,LACE GRASS,(L.) Nees.,UPL,UPL,2,2,Grass,Annual,Native,POACEAE,Grass Family
ERACIL,Eragrostis cilianensis,ERAGROSTIS CILIANENSIS,Stink Grass,STINK GRASS,(All.) Vign. ex Janchen,FACU,FACU,0,1,Grass,Annual,Adventive,POACEAE,Grass Family
ERACUR,Eragrostis curvula,ERAGROSTIS CURVULA,Weeping Love Grass,WEEPING LOVE GRASS,(Schrad.) Nees,UPL,UPL,0,2,Grass,Perennial,Native,POACEAE,Grass Family
ERAFRA,Eragrostis frankii,Eragrostis frankii,Sandbar Love Grass,SANDBAR LOVE GRASS,C.A. Mey. ex Steud.,FACW,FACW,5,-1,Grass,Annual,Native,POACEAE,Grass Family
ERAHYP,Eragrostis hypnoides,Eragrostis hypnoides,Teal Love Grass,CREEPING LOVE GRASS,(Lam.) B.S.P.,OBL,OBL,5,-2,Grass,Annual,Native,POACEAE,Grass Family
ERAMEX,Eragrostis mexicana,ERAGROSTIS MEXICANA,Mexican Love Grass,MEXICAN LOVE GRASS,(Hornem.) Link,FAC,FAC,0,0,Grass,Annual,Adventive,POACEAE,Grass Family
ERAMIN,Eragrostis minor,ERAGROSTIS POAEOIDES,Low Love Grass,LOW LOVE GRASS,Host.,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
ERAPOA,Eragrostis minor,ERAGROSTIS POAEOIDES,Low Love Grass,LOW LOVE GRASS,Host.,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
ERAPEC,Eragrostis pectinacea,Eragrostis pectinacea,Purple Love Grass,SMALL LOVE GRASS,(Michx.) Nees ex Jedw.,FAC,FAC,0,0,Grass,Annual,Native,POACEAE,Grass Family
ERAPIL,Eragrostis pilosa,ERAGROSTIS PILOSA,Indian Love Grass,INDIA LOVE GRASS,(L.) Beauv.,FACU,FACU,0,1,Grass,Annual,Native,POACEAE,Grass Family
ERAREP,Eragrostis reptans,,Pony Grass,,(Michx.) Nees.,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
ERASPE,Eragrostis spectabilis,Eragrostis spectabilis,Purple Love Grass,PURPLE LOVE GRASS,(Pursh) Steud.,UPL,UPL,3,2,Grass,Perennial,Native,POACEAE,Grass Family
ERATRI,Eragrostis trichodes,ERAGROSTIS TRICHODES,Sand Thread Love Grass,TALL LOVE GRASS,(Nutt.) Wood,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ERATRIP,Eragrostis trichodes var. pilifera,,Sand Thread Love Grass,,(Scheele) Fern.,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ERATRIT,Eragrostis trichodes var. trichodes,ERAGROSTIS TRICHODES,Sand Thread Love Grass,TALL LOVE GRASS,(Nutt.) Wood,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ERAHYE,Eranthis hyemalis,ERANTHIS HYEMALIS,Winter Aconite,WINTER ACONITE,(L.) Salisb.,UPL,UPL,0,2,Forb,Perennial,Adventive,RANUNCULACEAE,Buttercup Family
ERIRAV,Erianthus ravennae,ERIANTHUS RAVENNAE,Ravenna Grass,PLUME GRASS,(L.) P. Beauv.,UPL,UPL,0,2,Grass,Perennial,Adventive,POACEAE,Grass Family
ERIBUL,Erigenia bulbosa,Erigenia bulbosa,Harbinger-of-Spring,HARBINGER OF SPRING,(Michx.) Nutt. ,UPL,UPL,10,2,Forb,Perennial,Native,APIACEAE,Carrot Family
ERIANN,Erigeron annuus,Erigeron annuus,Eastern Daisy Fleabane,ANNUAL FLEABANE,(L.) Pers.,FACU,FACU,0,1,Forb,Biennial,Native,ASTERACEAE,Aster Family
ERICAN,Erigeron canadensis,Conyza canadensis,Canadian Horseweed,TALL HORSEWEED,L.,FACU,FACU,0,1,Forb,Annual,Native,ASTERACEAE,Aster Family
CONCAN,Erigeron canadensis,Conyza canadensis,Canadian Horseweed,TALL HORSEWEED,L.,FACU,FACU,0,1,Forb,Annual,Native,ASTERACEAE,Aster Family
ERIPHI,Erigeron philadelphicus,Erigeron philadelphicus,Philadelphia Fleabane,MARSH FLEABANE,L.,FACW,FAC,4,-1,Forb,Perennial,Native,ASTERACEAE,Aster Family
ERIPUL,Erigeron pulchellus,Erigeron pulchellus,Robin's-Plantain,ROBIN'S PLANTAIN,Michx.,FACU,FACU,8,1,Forb,Perennial,Native,ASTERACEAE,Aster Family
ERISTR,Erigeron strigosus,Erigeron strigosus,Prairie Fleabane,DAISY FLEABANE,Muhl. ex Willd.,FACU,FACU,5,1,Forb,Annual,Native,ASTERACEAE,Aster Family
ERIAQU,Eriocaulon aquaticum,Eriocaulon septangulare,Seven-Angle Pipewort,PIPEWORT,(Hill) Druce,OBL,OBL,10,-2,Forb,Perennial,Native,ERIOCAULACEAE,Pipewort Family
ERISEP,Eriocaulon aquaticum,Eriocaulon septangulare,Seven-Angle Pipewort,PIPEWORT,(Hill) Druce,OBL,OBL,10,-2,Forb,Perennial,Native,ERIOCAULACEAE,Pipewort Family
ERICON,Eriochloa contracta,ERIOCHLOA CONTRACTA,Prairie Cup Grass,PRAIRIE CUP GRASS,A.S. Hitchc.,FAC,FAC,0,0,Grass,Annual,Adventive,POACEAE,Grass Family
ERIVIL,Eriochloa villosa,ERIOCHLOA VILLOSA,Chinese Cup Grass,CHINESE CUP GRASS,(Thunb.) Kunth. ,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
ERIANM,Eriogonum annuum,ERIOGONUM ANNUUM,Annual Wild Buckwheat,ANNUAL WILD BUCKWHEAT,Nutt.,UPL,UPL,0,2,Forb,Annual,Adventive,POLYGONACEAE,Smartweed Family
ERIANG,Eriophorum angustifolium,Eriophorum angustifolium,Tall Cotton-Grass,NARROW-LEAVED COTTON GRASS,Honckeny,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ERIGRA,Eriophorum gracile,Eriophorum gracile,Slender Cotton-Grass,SLENDER COTTON GRASS,W.D.J. Koch,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ERISPI,Eriophorum vaginatum var. spissum,Eriophorum spissum,Tussock Cotton-Grass,DENSE COTTON GRASS,(Fern.) Boivin,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
ERIVAG,Eriophorum vaginatum var. spissum,Eriophorum spissum,Tussock Cotton-Grass,DENSE COTTON GRASS,(Fern.) Boivin,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
